season_year,netkeiba_id,mare_name,mare_birth_year,mare_sire_name,cover_date,expected_foaling_date,total_prize,best_win_class,offsprings_started,representative_offspring_name,representative_offspring_url,mare_netkeiba_url
2025,2019102742,クレア,2019,ビッグアーサー,2025-05-07,2026-04-07,"2,724",23'4歳以上2勝クラス,0,,,https://own.netkeiba.com/db/horse.html?id=2019102742
2025,2019102327,ケデシュ,2019,リオンディーズ,2025-04-23,2026-03-24,"3,419",22'猪名川特別(2勝クラス),0,,,https://own.netkeiba.com/db/horse.html?id=2019102327
2025,000a013daf,コーステッド,2014,Tizway,2025-02-20,2026-01-21,0,,5,ダノンベルーガ,https://own.netkeiba.com/db/horse.html?id=2019105195,https://own.netkeiba.com/db/horse.html?id=000a013daf
2025,000a013ebd,コッパ,2013,Yesbyjimminy,2025-03-11,2026-02-09,0,,4,トゥードジボン,https://own.netkeiba.com/db/horse.html?id=2019104730,https://own.netkeiba.com/db/horse.html?id=000a013ebd
2025,000a014964,コム,2016,Le Havre,2025-05-04,2026-04-04,0,未勝利戦,2,コムユンプリュム,https://own.netkeiba.com/db/horse.html?id=2022105318,https://own.netkeiba.com/db/horse.html?id=000a014964
2025,2019105476,コラリン,2019,ダイワメジャー,2025-05-17,2026-04-17,"3,484",21'カンナS(OP),0,,,https://own.netkeiba.com/db/horse.html?id=2019105476
2025,000a013898,コンクエストハーラネイト,2012,Harlan's Holiday,2025-05-07,2026-04-07,0,,5,ダノンブリザード,https://own.netkeiba.com/db/horse.html?id=2019101618,https://own.netkeiba.com/db/horse.html?id=000a013898
2025,000a01a8e7,コンシダレイト,2010,Dansili,2025-02-27,2026-01-28,0,,3,,,https://own.netkeiba.com/db/horse.html?id=000a01a8e7
2025,2019101156,ゴッドクインビー,2019,ロードカナロア,2025-04-02,2026-03-03,"1,590",22'3歳以上1勝クラス,0,,,https://own.netkeiba.com/db/horse.html?id=2019101156
2025,2016110083,サトノジャスミン,2016,Wilburn,2025-03-02,2026-01-31,0,,2,ゴージャス,https://own.netkeiba.com/db/horse.html?id=2022106996,https://own.netkeiba.com/db/horse.html?id=2016110083
2025,2018105179,サトノレイナス,2018,ディープインパクト,2025-04-24,2026-03-25,"11,338",20'サフラン賞(1勝クラス),0,,,https://own.netkeiba.com/db/horse.html?id=2018105179
2025,2020103237,サファイア,2020,ロードカナロア,2025-03-09,2026-02-07,630,23'3歳未勝利,0,,,https://own.netkeiba.com/db/horse.html?id=2020103237
2025,2009101032,サラファン,2009,アグネスタキオン,2025-05-06,2026-04-06,640,12'3歳未勝利,7,ダイシンアポロン,https://own.netkeiba.com/db/horse.html?id=2021100660,https://own.netkeiba.com/db/horse.html?id=2009101032
2025,2014105928,サロニカ,2014,ディープインパクト,2025-05-19,2026-04-19,"3,826",17'エルフィンS(OP),3,サロニコス,https://own.netkeiba.com/db/horse.html?id=2021105540,https://own.netkeiba.com/db/horse.html?id=2014105928
2025,000a01be89,サンカルパII,2016,True Cause,2025-02-17,2026-01-18,0,,2,ランメルスベルグ,https://own.netkeiba.com/db/horse.html?id=2022104795,https://own.netkeiba.com/db/horse.html?id=000a01be89
2025,000a01fda5,サンキューメアリールー,2011,Birdstone,2025-05-25,2026-04-25,0,,0,,,https://own.netkeiba.com/db/horse.html?id=000a01fda5
2025,000a01da19,サンダードラム,2018,Dubawi,2025-05-01,2026-04-01,0,,0,,,https://own.netkeiba.com/db/horse.html?id=000a01da19
2025,000a012944,シーニーンガール,2010,Spring At Last,2025-02-22,2026-01-23,0,,5,ダイワダグラス,https://own.netkeiba.com/db/horse.html?id=2016105056,https://own.netkeiba.com/db/horse.html?id=000a012944
